ID,Age,Gender,Room_Temperature (°C),Bedtime,Wakeup_Time
514,56,Female,24,21:12,7:45
515,39,Male,18,23:17,6:31
516,39,Female,24,23:39,5:15
517,50,Male,25,21:04,7:24
518,24,Female,23,23:29,7:51
519,33,Female,18,22:15,6:20
520,28,Male,23,22:19,5:41
521,51,Female,19,23:15,5:35
522,19,Female,25,22:59,7:47
523,55,Male,18,23:38,6:41
524,33,Female,25,22:00,7:54
525,56,Female,19,21:33,6:17
526,27,Female,21,22:55,5:30
527,61,Female,21,21:45,6:37
528,41,Male,25,21:05,6:45
529,55,Male,20,22:10,7:29
530,20,Female,19,22:08,7:56
531,42,Female,20,22:58,6:18
532,39,Female,24,21:50,6:28
533,22,Female,18,23:22,5:58
534,47,Male,25,23:27,6:16
535,45,Female,19,23:42,5:37
536,64,Female,20,21:58,7:10
537,59,Male,23,21:45,5:10
538,34,Female,22,21:52,6:40
539,58,Male,21,21:00,5:29
540,39,Female,25,23:43,5:22
541,53,Male,24,21:05,5:46
542,22,Male,20,23:44,6:28
543,29,Male,21,21:30,6:15
544,47,Male,20,23:28,6:59
545,55,Female,24,22:31,5:16
546,28,Female,23,23:56,6:22
547,47,Male,24,22:50,7:01
548,40,Male,19,21:07,6:51
549,62,Female,20,22:36,6:45
550,33,Female,22,23:16,6:39
551,37,Female,21,23:17,5:17
552,54,Female,21,23:44,7:46
553,33,Female,23,22:32,7:53
554,40,Female,25,22:52,5:42
555,63,Male,23,22:22,6:58
556,54,Male,22,21:30,5:53
557,64,Male,25,22:25,6:00
558,19,Male,22,23:27,6:14
559,43,Male,20,21:43,7:22
560,39,Female,20,23:55,7:15
561,36,Male,24,21:22,5:24
562,44,Male,19,22:45,6:48
563,40,Female,25,22:49,5:21
564,32,Male,20,23:06,5:56
565,35,Male,21,23:37,7:25
566,46,Female,21,22:46,6:36
567,42,Female,22,22:08,7:40
568,19,Male,23,21:46,7:32
569,54,Male,19,23:36,7:45
570,54,Female,22,21:22,7:03
571,29,Female,18,22:35,6:23
572,33,Female,18,21:49,7:06
573,58,Male,25,22:59,6:09
574,43,Female,20,23:50,6:35
575,38,Female,19,23:50,5:06
576,34,Male,22,22:30,6:50
577,38,Female,18,22:39,5:36
578,65,Male,20,23:59,6:13
579,47,Male,19,22:04,5:13
580,57,Male,20,21:32,5:35
581,38,Female,20,22:10,7:22
582,55,Female,21,23:19,7:15
583,37,Male,20,22:36,7:03
584,21,Male,22,21:00,6:08
585,20,Female,25,23:16,7:11
586,22,Female,23,23:38,7:07
587,59,Male,21,22:01,6:20
588,26,Male,19,21:16,7:57
589,29,Male,20,22:41,6:37
590,26,Male,22,23:41,6:51
591,25,Male,23,21:18,5:18
592,24,Female,20,23:35,6:29
593,54,Male,18,23:38,5:46
594,19,Female,18,23:39,6:31
595,30,Female,20,23:10,6:04
596,25,Male,22,23:04,6:21
597,59,Female,20,21:50,7:16
598,57,Male,19,21:33,7:59
599,65,Female,23,21:15,6:03
600,31,Male,18,21:20,5:12
601,42,Male,20,23:04,6:22
602,19,Female,19,21:15,5:06
603,23,Male,20,21:31,7:07
604,26,Male,21,22:26,7:11
605,32,Male,20,22:15,7:47
606,27,Male,24,23:06,6:58
607,42,Male,25,22:17,5:07
608,52,Female,18,23:38,6:09
609,46,Male,18,21:44,5:24
610,48,Female,25,23:12,5:35
611,50,Female,19,22:21,7:01
612,25,Male,19,21:31,5:17
613,45,Male,21,21:41,5:07
614,45,Male,23,21:49,6:02
615,19,Female,21,23:02,6:15
616,18,Female,20,21:53,7:44
617,44,Female,23,21:06,6:13
618,20,Female,21,21:22,7:21
619,42,Female,22,23:29,7:40
620,51,Male,18,21:38,6:48
621,20,Female,25,22:45,7:22
622,52,Male,24,22:06,5:14
623,60,Male,23,21:57,5:42
624,18,Male,23,23:28,7:26
625,21,Female,23,22:27,6:44
626,37,Female,18,23:39,5:51
627,41,Male,24,23:55,7:15
628,27,Female,19,23:49,6:22
629,24,Female,22,23:36,6:19
630,43,Female,24,23:43,5:37
631,19,Female,21,21:40,5:21
632,50,Female,19,22:28,5:56
633,54,Female,23,22:05,5:55
634,63,Female,18,22:18,5:52
635,59,Male,21,22:48,6:12
636,36,Female,23,21:43,5:59
637,27,Female,25,21:01,7:41
638,51,Female,24,21:03,6:31
639,20,Male,19,21:08,6:49
640,33,Female,20,23:00,7:58
641,39,Male,18,22:16,7:59
642,31,Male,21,23:38,6:27
643,34,Female,25,23:51,5:25
644,39,Male,25,23:40,5:08
645,60,Female,22,23:50,6:26
646,59,Male,23,23:27,5:17
647,21,Male,19,23:36,5:10
648,42,Female,20,21:00,6:09
649,38,Male,23,22:38,5:02
650,47,Female,18,21:33,5:49
651,60,Male,19,21:34,6:24
652,29,Male,23,22:22,5:21
653,54,Male,20,22:56,5:21
654,57,Female,21,22:38,6:18
655,29,Female,23,23:08,6:46
656,23,Female,21,21:40,6:11
657,24,Female,22,22:29,5:59
658,41,Female,25,22:38,6:01
659,64,Female,20,22:43,7:28
660,47,Male,21,23:22,5:48
661,27,Male,21,22:33,6:05
662,22,Female,24,22:54,5:01
663,61,Female,21,23:15,7:38
664,43,Female,25,21:22,7:36
665,59,Male,20,23:13,6:42
666,32,Male,19,21:10,5:56
667,23,Female,22,23:41,6:32
668,47,Female,20,23:29,6:08
669,61,Female,21,22:22,5:28
670,31,Male,20,23:44,7:46
671,37,Female,23,22:30,7:54
672,30,Male,23,21:37,5:44
673,22,Male,18,21:09,5:57
674,30,Female,21,21:59,7:15
675,61,Male,25,21:28,5:06
676,25,Male,24,22:18,5:41
677,42,Male,23,21:33,6:31
678,34,Female,20,21:44,5:31
679,33,Male,23,21:09,7:49
680,41,Female,19,22:14,7:01
681,59,Male,21,21:02,7:25
682,37,Male,21,22:15,7:37
683,61,Female,21,22:24,5:09
684,49,Female,22,23:08,5:31
685,36,Male,18,21:42,6:49
686,60,Female,25,22:41,6:33
687,38,Female,22,23:13,6:41
688,65,Male,20,21:48,7:09
689,47,Male,24,23:30,6:04
690,47,Female,24,21:24,7:34
691,40,Male,25,23:37,5:09
692,19,Female,19,23:46,6:11
693,46,Male,18,21:59,5:38
694,30,Male,18,22:25,7:10
695,25,Male,19,22:19,6:52
696,27,Female,22,21:45,7:27
697,64,Female,25,22:06,7:38
698,31,Male,21,23:03,5:10
699,64,Male,20,22:34,7:23
700,42,Female,22,23:09,5:23
701,59,Female,23,22:28,7:07
702,19,Male,22,23:08,5:09
703,18,Male,24,23:31,6:26
704,64,Female,19,22:06,7:30
705,22,Female,20,21:37,5:31
706,24,Female,25,23:29,7:46
707,51,Female,22,21:17,5:03
708,36,Male,25,21:33,6:33
709,27,Male,21,23:53,6:27
710,64,Male,23,21:08,5:43
711,27,Male,18,22:30,7:33
712,50,Female,20,23:35,6:15
713,29,Female,24,22:46,6:48
714,57,Female,25,21:14,7:39
715,45,Female,18,23:26,5:59
716,21,Male,23,23:26,5:24
717,42,Male,20,23:01,7:09
718,61,Female,25,21:36,7:22
719,65,Female,19,22:52,7:02
720,45,Male,24,21:18,6:52
721,59,Female,24,21:46,7:59
722,21,Male,21,23:02,7:25
723,19,Female,25,23:54,7:49
724,54,Female,18,21:16,7:00
725,65,Female,18,23:25,6:13
726,26,Female,24,23:03,5:24
727,63,Male,23,22:22,6:16
728,35,Female,20,21:03,7:22
729,39,Female,23,21:13,7:51
730,23,Female,18,23:24,6:19
731,64,Female,21,23:54,5:15
732,21,Male,25,21:43,6:57
733,44,Male,19,23:22,6:06
734,38,Male,19,23:06,6:11
735,38,Female,18,23:09,6:04
736,52,Male,25,22:21,5:04
737,34,Male,20,23:59,7:17
738,29,Male,20,21:09,5:50
739,26,Female,25,22:15,5:53
740,24,Male,18,22:36,7:22
741,21,Male,21,21:00,6:32
742,24,Female,20,21:11,5:34
743,44,Female,24,22:50,6:06
744,55,Female,21,21:49,5:08
745,38,Female,22,22:24,7:11
746,34,Male,18,23:00,7:21
747,19,Female,24,23:13,5:23
748,57,Female,23,21:37,7:55
749,44,Female,19,23:56,5:51
750,50,Female,20,22:13,5:43
751,40,Female,22,22:23,5:44
752,53,Male,20,22:07,5:58
753,23,Female,18,22:26,5:52
754,53,Male,21,22:56,6:45
755,63,Female,22,23:15,7:43
756,33,Male,18,22:18,6:27
757,52,Male,23,23:17,5:41
758,21,Male,19,22:02,7:12
759,34,Female,20,23:01,5:47
760,56,Male,19,23:14,7:54
761,61,Female,23,23:39,7:28
762,24,Male,20,23:27,5:47
763,33,Male,19,22:55,7:50
764,53,Female,24,21:43,7:31
765,19,Male,23,21:54,6:12
766,55,Female,23,22:39,7:37
767,30,Male,22,21:12,5:31
768,34,Female,20,22:56,7:33
769,38,Female,25,21:51,6:31
770,41,Male,22,22:13,7:31
771,59,Female,25,23:37,5:36
772,50,Male,22,22:01,7:24
773,39,Female,18,22:41,5:39
774,58,Female,24,21:29,6:11
775,33,Female,18,22:52,5:11
776,43,Female,22,22:14,7:06
777,32,Male,25,23:54,5:04
778,39,Male,24,22:33,6:57
779,39,Male,20,21:44,6:42
780,45,Female,19,22:18,6:25
781,59,Female,25,22:16,7:46
782,26,Male,23,21:48,5:15
783,27,Male,22,23:54,6:25
784,55,Male,21,23:42,6:45
785,30,Male,20,22:09,6:26
786,28,Male,19,23:11,5:23
787,55,Female,25,22:34,7:08
788,27,Male,25,23:25,7:02
789,48,Male,25,22:41,7:09
790,18,Female,24,21:14,7:04
791,61,Female,24,21:21,5:32
792,30,Female,19,23:51,6:09
793,51,Female,18,21:44,6:51
794,62,Female,22,22:32,5:44
795,21,Male,20,21:08,6:34
796,28,Male,21,22:33,7:09
797,55,Female,22,21:38,7:52
798,36,Male,20,23:04,7:11
799,37,Female,20,21:48,5:30
800,22,Female,20,23:19,5:10
801,58,Female,21,22:00,7:44
802,46,Female,18,21:22,7:58
803,32,Male,20,23:17,6:45
804,37,Female,18,21:11,5:03
805,48,Female,18,23:27,5:17
806,59,Female,18,23:57,5:04
807,33,Male,20,22:50,5:02
808,46,Male,23,21:07,7:03
809,40,Male,23,23:18,5:42
810,42,Male,24,21:30,5:17
811,32,Male,24,21:28,6:29
812,21,Male,25,23:18,7:48
813,51,Female,20,21:49,6:18
814,52,Female,25,21:46,5:56
815,22,Female,18,21:58,5:38
816,18,Male,20,21:28,7:11
817,36,Female,20,21:45,5:25
818,50,Female,20,23:55,5:06
819,34,Male,19,22:03,7:44
820,53,Male,18,23:37,7:06
821,56,Female,23,23:26,7:18
822,63,Male,22,22:48,7:24
823,49,Female,23,23:10,6:19
824,59,Female,24,23:24,7:33
825,26,Female,22,21:53,5:26
826,38,Female,23,21:39,6:33
827,35,Male,19,22:38,7:46
828,53,Male,21,21:09,5:43
829,28,Female,18,21:14,5:01
830,48,Male,20,23:07,6:32
831,21,Female,19,21:18,5:09
832,61,Female,24,21:43,7:43
833,60,Female,22,22:24,7:25
834,20,Female,22,23:37,5:45
835,20,Female,18,23:10,5:08
836,60,Female,20,23:52,5:09
837,28,Male,22,22:07,5:22
838,41,Male,25,23:50,6:16
839,64,Male,20,23:07,6:29
840,28,Male,22,21:39,6:23
841,22,Male,22,21:06,7:01
842,44,Male,25,23:48,5:44
843,28,Male,19,21:31,6:15
844,32,Male,19,23:17,5:40
845,39,Male,21,22:26,7:49
846,53,Male,23,23:49,7:39
847,62,Female,24,22:49,7:25
848,62,Female,20,23:42,5:09
849,48,Male,25,22:26,5:17
850,20,Male,22,23:41,5:00
851,55,Female,25,22:10,5:02
852,29,Female,18,22:10,6:57
853,52,Male,21,22:25,6:56
854,51,Female,20,21:47,5:03
855,64,Female,21,21:12,7:43
856,18,Male,18,21:52,7:34
857,40,Male,24,21:05,5:26
858,22,Male,19,22:11,7:23
859,28,Female,23,23:25,7:53
860,53,Male,21,22:17,6:25
861,39,Male,19,22:38,7:00
862,28,Female,22,22:03,6:22
863,53,Male,25,23:24,6:15
864,59,Male,23,22:09,5:03
865,29,Female,24,22:23,7:01
866,50,Male,20,23:56,6:03
867,20,Male,24,21:40,7:58
868,28,Male,19,22:43,5:18
869,48,Male,18,21:39,7:49
870,44,Female,25,23:15,5:31
871,22,Female,23,23:45,7:57
872,50,Female,22,22:30,5:05
873,63,Male,19,21:45,6:26
874,18,Female,24,23:32,7:26
875,43,Female,18,22:46,6:34
876,59,Female,25,23:09,7:17
877,22,Male,23,22:30,5:04
878,43,Female,19,22:15,5:21
879,45,Female,23,22:24,7:15
880,36,Male,18,21:08,6:44
881,35,Male,25,23:35,5:32
882,36,Female,24,22:39,5:53
883,41,Male,22,21:32,5:16
884,53,Female,25,21:36,7:10
885,42,Male,24,22:01,6:40
886,53,Male,21,23:56,5:13
887,59,Female,18,23:13,7:45
888,25,Female,22,21:44,5:24
889,62,Male,18,22:23,5:03
890,25,Male,25,22:44,7:15
891,27,Female,22,23:17,5:23
892,65,Male,21,23:50,6:09
893,24,Male,24,21:25,5:08
894,44,Male,24,21:30,7:57
895,61,Female,21,22:17,7:12
896,64,Female,24,21:06,7:25
897,39,Female,19,21:34,5:26
898,42,Female,24,21:21,5:58
899,24,Male,18,22:35,6:06
900,43,Female,18,22:58,5:36
901,41,Female,22,21:42,7:23
902,46,Female,21,22:21,6:11
903,50,Female,19,22:04,7:00
904,18,Female,23,21:55,7:36
905,36,Male,24,23:56,7:23
906,34,Male,21,21:30,5:31
907,33,Male,22,22:04,5:08
908,35,Male,19,21:34,6:26
909,33,Male,20,21:38,6:22
910,26,Male,19,21:15,7:12
911,44,Male,22,22:36,6:26
912,58,Male,23,23:17,7:11
913,36,Male,22,21:18,5:41
914,46,Male,21,23:52,7:29
915,34,Male,18,23:19,6:55
916,28,Male,24,23:57,5:04
917,35,Female,20,22:58,5:27
918,45,Female,21,22:04,5:04
919,57,Male,21,23:53,7:47
920,24,Female,24,22:17,7:42
921,25,Female,21,23:42,6:10
922,47,Male,25,21:48,6:12
923,20,Female,22,21:15,5:38
924,65,Female,22,21:10,5:46
925,20,Male,24,21:57,6:16
926,64,Female,18,23:07,6:52
927,48,Female,20,22:46,7:59
928,59,Male,22,22:56,7:34
929,36,Female,22,22:51,6:11
930,33,Male,20,22:29,7:04
931,34,Male,25,22:40,7:15
932,49,Male,18,22:47,5:25
933,51,Male,25,23:36,5:32
934,48,Male,22,22:04,5:29
935,60,Female,24,23:06,6:28
936,51,Female,21,22:24,5:42
937,29,Female,22,21:41,5:13
938,30,Female,21,22:02,6:47
939,65,Female,21,21:06,6:58
940,52,Male,18,22:04,6:40
941,61,Female,25,22:58,6:05
942,63,Male,23,23:49,5:30
943,58,Male,18,22:20,7:10
944,52,Male,20,21:00,7:21
945,64,Male,20,23:53,5:48
946,61,Female,21,23:44,5:40
947,44,Male,24,21:37,7:50
948,50,Male,25,22:24,6:20
949,21,Male,24,21:25,7:57
950,29,Male,18,21:20,5:09
951,22,Female,24,23:32,7:26
952,29,Female,18,23:10,6:42
953,29,Female,24,21:15,5:21
954,40,Female,19,22:53,7:48
955,53,Male,19,23:02,5:36
956,44,Male,25,23:02,7:09
957,31,Female,21,23:59,6:41
958,34,Female,20,23:19,7:01
959,65,Male,20,22:51,7:12
960,63,Male,25,23:20,7:38
961,56,Female,21,23:33,7:13
962,53,Female,23,22:48,7:29
963,38,Male,22,22:05,6:09
964,40,Male,22,22:21,5:59
965,60,Female,20,22:56,5:49
966,56,Female,19,21:50,5:55
967,62,Female,20,22:24,6:41
968,24,Female,20,23:45,6:19
969,20,Male,25,23:34,7:20
970,56,Male,19,22:59,6:46
971,43,Male,24,23:46,7:29
972,60,Male,25,21:05,6:16
973,48,Female,19,21:05,5:13
974,19,Female,22,23:29,6:33
975,43,Male,20,23:02,5:04
976,49,Female,23,22:08,6:51
977,60,Male,21,22:05,7:17
978,30,Female,19,21:43,5:18
979,25,Male,24,22:41,6:25
980,39,Male,23,22:30,5:41
981,26,Female,20,22:28,6:13
982,22,Male,21,23:20,7:23
983,33,Female,21,22:48,6:51
984,46,Male,18,22:49,5:17
985,31,Female,25,23:16,7:40
986,61,Male,22,23:43,5:46
987,32,Male,18,22:44,5:39
988,54,Male,21,22:30,6:54
989,29,Male,21,22:22,7:09
990,36,Female,22,23:19,5:57
991,58,Male,20,22:46,7:23
992,58,Female,22,22:36,6:30
993,31,Female,20,23:46,7:10
994,22,Female,20,22:49,5:25
995,56,Male,22,23:37,7:51
996,23,Female,22,21:27,7:48
997,58,Female,19,23:00,7:21
998,19,Female,20,23:43,5:52
999,62,Female,18,22:21,7:19
1000,39,Male,18,22:37,5:03
1001,44,Female,22,23:54,6:01
1002,44,Male,20,22:17,5:20
1003,65,Female,21,23:15,5:05
1004,31,Female,19,23:21,7:34
1005,59,Female,22,22:39,7:38
1006,36,Female,23,23:36,7:17
1007,49,Male,20,22:17,5:08
1008,42,Male,20,21:46,6:46
1009,29,Female,25,23:10,7:46
1010,23,Male,25,21:25,5:46
1011,39,Female,20,22:31,7:31
1012,65,Male,25,23:58,5:47
1013,30,Female,18,22:06,5:54
1014,24,Female,22,21:35,6:13
1015,23,Female,19,21:42,6:59
1016,58,Male,22,22:47,7:26
1017,55,Female,19,21:03,7:22
1018,46,Male,22,22:44,6:13
1019,34,Female,20,23:06,6:59
1020,39,Female,22,22:01,7:20
1021,45,Male,21,23:14,7:28
1022,63,Male,18,23:37,7:11
1023,34,Female,18,23:31,7:37
1024,63,Female,18,22:17,5:32
1025,20,Male,23,23:19,5:51
1026,35,Male,24,22:23,5:09
1027,39,Male,22,23:07,5:38
1028,63,Male,22,22:28,6:13
1029,41,Male,24,23:55,6:35
1030,60,Female,25,23:48,6:47
1031,59,Female,21,23:07,5:05
1032,25,Female,22,23:26,5:22
1033,30,Male,22,22:43,5:10
1034,42,Female,21,23:36,7:15
1035,30,Male,20,23:43,7:38
1036,64,Female,25,21:10,7:56
1037,46,Male,23,21:51,5:49
1038,49,Male,25,22:04,5:03
1039,56,Male,19,23:46,7:12
1040,46,Female,19,22:10,6:28
1041,48,Male,21,21:27,7:15
1042,21,Female,25,21:27,5:03
1043,55,Female,25,22:45,5:00
1044,48,Female,20,21:36,5:46
1045,44,Male,24,23:20,7:04
1046,49,Male,21,21:31,7:47
1047,55,Male,23,23:53,6:04
1048,60,Female,21,21:29,5:39
1049,25,Male,22,21:13,6:44
1050,19,Male,22,22:55,7:35
1051,27,Female,25,23:29,5:29
1052,36,Female,18,22:35,7:31
1053,35,Male,25,23:41,5:22
1054,64,Female,18,21:54,7:54
1055,40,Male,18,22:54,7:48
1056,53,Female,22,22:44,6:30
1057,56,Male,23,22:34,5:33
1058,47,Female,19,23:07,7:30
1059,52,Male,22,22:36,7:55
1060,59,Female,20,23:59,6:13
1061,63,Female,21,23:39,6:05
1062,40,Male,24,21:06,7:28
1063,65,Female,23,21:31,7:01
1064,33,Male,23,21:00,7:22
1065,39,Female,20,21:45,6:03
1066,32,Female,19,23:25,5:57
1067,44,Female,20,23:26,5:57
1068,54,Male,19,23:06,6:54
1069,48,Male,23,21:36,7:33
1070,32,Female,23,22:12,7:43
1071,41,Female,19,21:08,7:26
1072,32,Female,20,22:20,6:00
1073,51,Female,18,21:47,7:05
1074,23,Male,19,21:12,6:15
1075,30,Male,21,21:34,6:27
1076,49,Male,22,23:05,6:08
1077,36,Female,25,21:12,7:34
1078,43,Female,24,21:35,5:59
1079,57,Male,20,21:35,5:22
1080,27,Female,19,22:31,7:34
1081,59,Female,18,22:04,6:38
1082,21,Male,20,22:42,5:35
1083,34,Male,23,23:51,7:57
1084,23,Female,21,22:44,5:53
1085,50,Male,22,23:10,6:31
1086,31,Female,21,21:16,6:59
1087,57,Female,24,22:24,7:46
1088,63,Female,19,21:43,5:26
1089,33,Female,22,22:11,5:23
1090,59,Female,21,22:20,7:27
1091,36,Male,22,21:54,5:20
1092,23,Female,23,21:02,7:27
1093,33,Female,21,22:06,6:18
1094,50,Female,25,22:16,5:28
1095,50,Female,24,22:31,7:58
1096,57,Female,25,23:12,6:42
1097,41,Male,18,22:51,6:07
1098,44,Male,18,22:13,6:23
1099,34,Female,25,22:43,5:33
1100,37,Male,23,22:56,5:02
1101,49,Female,19,21:55,7:07
1102,38,Male,25,22:18,7:34
1103,26,Female,25,23:49,6:29
1104,64,Female,23,23:26,7:18
1105,48,Male,24,23:38,7:07
1106,27,Male,23,21:42,6:24
1107,26,Female,18,21:39,5:20
1108,40,Male,18,22:21,5:55
1109,44,Male,18,21:17,6:52
1110,65,Female,25,23:42,7:46
1111,25,Male,25,23:27,5:43
1112,64,Male,23,22:40,5:04
1113,24,Male,22,22:45,7:24
1114,50,Male,22,23:20,5:13
1115,39,Female,24,22:36,5:50
1116,56,Female,25,22:53,6:20
1117,42,Male,21,21:17,6:53
1118,42,Female,25,22:39,5:47
1119,57,Female,23,23:11,5:57
1120,51,Female,18,21:08,6:43
1121,38,Female,23,22:36,7:42
1122,39,Male,25,23:39,5:55
1123,39,Male,22,21:50,7:46
1124,25,Male,21,22:00,6:14
1125,51,Female,25,22:30,6:48
1126,51,Female,23,23:06,6:40
1127,37,Female,21,22:43,7:08
1128,44,Female,18,23:37,7:02
1129,44,Female,23,22:00,5:48
1130,40,Male,24,22:39,7:27
1131,51,Female,22,23:21,6:52
1132,51,Female,23,22:36,5:52
1133,64,Female,20,22:14,6:05
1134,54,Male,23,21:11,5:03
1135,37,Male,23,23:27,5:18
1136,60,Female,21,21:43,7:38
1137,54,Male,22,23:03,7:02
1138,45,Female,19,22:39,7:58
1139,35,Female,18,21:44,7:52
1140,35,Male,20,22:38,5:35
1141,53,Female,20,22:00,5:58
1142,26,Male,22,22:36,7:22
1143,22,Male,19,22:11,5:35
1144,41,Male,24,23:45,7:04
1145,48,Male,23,22:18,5:04
1146,55,Male,22,23:23,6:53
1147,56,Male,22,23:52,7:35
1148,19,Male,20,23:22,6:15
1149,39,Male,18,21:36,6:09
1150,62,Female,22,23:18,5:59
1151,64,Male,25,21:15,6:14
1152,59,Female,23,21:09,5:08
1153,35,Female,23,21:55,5:40
1154,29,Female,18,23:57,7:45
1155,20,Female,21,21:43,6:41
1156,53,Male,21,21:39,5:35
1157,56,Female,25,22:38,5:37
1158,43,Male,19,22:19,5:44
1159,26,Female,25,23:03,5:55
1160,22,Female,21,22:26,6:09
1161,21,Male,19,22:46,6:40
1162,23,Female,22,23:34,6:35
1163,21,Male,20,22:43,5:06
1164,37,Female,22,21:29,6:18
1165,56,Male,20,23:49,5:06
1166,40,Female,25,21:01,6:58
1167,49,Male,24,21:35,5:39
1168,24,Male,20,22:47,7:37
1169,25,Female,24,21:36,6:25
1170,38,Male,22,23:12,6:40
1171,27,Female,22,23:52,7:50
1172,48,Male,21,23:38,7:02
1173,24,Male,19,23:52,5:27
1174,31,Male,20,23:38,7:21
1175,46,Male,23,22:04,5:01
1176,62,Female,18,23:19,5:31
1177,22,Female,22,21:40,6:57
1178,35,Male,23,21:07,6:00
1179,46,Male,25,21:33,6:57
1180,18,Female,24,23:13,7:40
1181,46,Female,18,23:57,5:42
1182,20,Female,20,21:23,6:14
1183,45,Female,21,23:45,7:06
1184,21,Male,21,21:30,6:35
1185,59,Female,23,22:47,7:50
1186,24,Female,21,22:12,6:19
1187,32,Male,24,22:39,5:14
1188,27,Female,20,22:07,5:57
1189,36,Male,19,22:25,5:44
1190,19,Female,20,21:41,7:24
1191,57,Male,18,21:25,5:20
1192,30,Male,20,23:06,6:07
1193,41,Female,23,21:13,7:47
1194,35,Female,18,21:21,5:30
1195,38,Male,18,23:57,5:46
1196,59,Female,20,21:18,5:43
1197,18,Male,21,21:51,5:39
1198,38,Male,21,23:34,6:41
1199,58,Male,22,22:15,7:54
1200,60,Female,25,23:19,6:25
1201,22,Male,25,21:55,6:20
1202,24,Male,20,23:22,7:01
1203,27,Male,22,23:19,5:00
1204,62,Female,21,22:58,6:42
1205,61,Male,18,22:50,5:10
1206,44,Male,24,22:07,6:11
1207,20,Female,21,22:48,6:15
1208,27,Male,21,23:15,7:59
1209,47,Male,21,22:16,6:09
1210,55,Male,20,22:51,7:10
1211,58,Male,22,22:31,5:36
1212,42,Male,21,23:49,6:01
1213,50,Female,21,21:54,6:20
1214,28,Female,21,23:45,5:53
1215,20,Male,24,21:25,6:55
1216,57,Male,18,22:26,7:56
1217,63,Male,21,23:43,7:48
1218,42,Male,21,22:40,5:27
1219,61,Male,23,21:40,5:47
1220,58,Male,24,21:15,6:00
1221,33,Male,22,23:40,6:15
1222,50,Female,19,22:46,7:20
1223,21,Female,20,23:03,5:02
1224,64,Female,18,23:55,7:44
1225,33,Female,25,21:24,6:06
1226,37,Female,23,23:21,7:08
1227,58,Male,20,21:44,7:35
1228,44,Female,24,21:13,7:08
1229,47,Female,25,23:53,6:35
1230,18,Female,20,21:01,7:25
1231,34,Female,23,22:18,5:14
1232,53,Male,20,23:56,6:49
1233,35,Female,19,21:48,5:04
1234,46,Female,18,22:19,7:07
1235,48,Male,23,21:20,6:08
1236,26,Female,20,23:46,6:08
1237,44,Male,20,23:18,7:18
1238,19,Male,21,23:53,6:02
1239,51,Male,24,23:54,6:14
1240,59,Female,24,23:18,7:18
1241,56,Male,19,22:46,6:02
1242,24,Male,24,23:04,6:09
1243,19,Male,20,22:30,6:23
1244,63,Female,19,21:12,6:51
1245,51,Female,18,22:38,7:27
1246,63,Male,21,23:13,6:31
1247,37,Female,19,23:44,5:56
1248,47,Female,20,23:32,5:20
1249,48,Female,25,22:28,6:52
1250,20,Male,18,21:02,7:06
1251,26,Male,25,21:07,6:00
1252,50,Male,22,23:18,6:59
1253,35,Male,19,21:42,5:13
1254,27,Female,21,21:38,5:13
1255,49,Male,21,21:18,5:27
1256,65,Female,22,22:45,7:48
1257,51,Female,19,21:55,7:01
1258,44,Male,18,23:50,6:52
1259,20,Female,23,23:26,7:13
1260,48,Male,21,23:10,5:28
1261,47,Female,19,23:22,6:54
1262,54,Female,18,22:27,7:44
1263,24,Female,19,23:06,6:53
1264,28,Male,24,22:32,6:20
1265,42,Female,25,21:10,5:22
1266,43,Male,23,22:51,7:33
1267,57,Female,21,21:38,6:08
1268,54,Female,19,23:27,7:25
1269,28,Female,22,23:15,6:34
1270,37,Male,20,22:18,7:33
1271,50,Male,23,21:45,5:21
1272,57,Male,23,22:32,6:32
1273,44,Male,19,22:51,7:15
1274,19,Female,19,23:45,5:42
1275,18,Female,21,23:21,7:31
1276,36,Female,23,23:29,6:40
1277,64,Female,18,21:52,6:04
1278,49,Male,20,21:54,6:49
1279,42,Female,22,22:18,6:35
1280,41,Female,25,23:40,7:27
1281,48,Male,23,23:00,5:03
1282,44,Male,21,22:35,7:16
1283,19,Female,21,23:35,6:38
1284,33,Female,21,22:30,5:44
1285,58,Male,23,22:51,6:18
1286,52,Female,21,22:49,6:48
1287,57,Female,22,22:32,5:27
1288,21,Male,23,22:19,6:47
1289,50,Female,23,22:48,7:55
1290,41,Male,22,21:36,7:51
1291,30,Male,25,21:11,5:20
1292,20,Male,23,21:33,7:26
1293,25,Male,18,21:16,5:22
1294,18,Female,24,22:37,6:24
1295,39,Female,20,22:52,6:14
1296,52,Male,25,23:37,5:18
1297,21,Female,21,21:25,5:33
1298,64,Female,20,23:16,7:40
1299,53,Female,23,22:47,6:20
1300,40,Male,19,21:24,5:11
1301,49,Female,20,23:59,6:52
1302,29,Female,23,23:08,7:20
1303,48,Male,22,21:04,7:11
1304,48,Female,21,22:40,6:51
1305,56,Female,22,23:50,6:44
1306,44,Male,20,23:15,5:10
1307,45,Male,25,23:27,5:43
1308,35,Female,18,23:29,6:17
1309,61,Male,22,23:20,5:12
1310,18,Female,22,23:51,7:13
1311,47,Female,19,23:35,7:09
1312,52,Female,22,23:47,7:07
1313,28,Female,20,23:09,6:15
1314,28,Female,24,22:06,6:25
1315,35,Female,24,22:46,6:51
